717;131;3
717;132;2
717;133;2
717;138;1
717;139;1
717;142;1
717;146;1
717;134;1
717;135;2
717;164;2
717;165;2
717;166;2
717;151;1
717;155;0
717;163;0
718;162;2
718;129;2
718;130;4
718;131;4
718;132;2
718;133;2
718;137;1
718;138;1
718;139;1
718;140;1
718;142;1
718;146;1
718;134;1
718;135;2
718;164;2
718;165;2
718;166;2
718;151;1
718;155;4
718;156;4
718;163;4
724;162;3
724;129;3
724;130;3
724;131;3
724;132;1
724;133;1
724;137;2
724;138;1
724;139;1
724;140;2
724;142;1
724;146;1
724;134;1
724;135;1
724;164;1
724;165;1
724;166;1
724;151;1
724;155;8
724;156;8
724;163;8
727;162;3
727;129;3
727;130;6
727;131;4
727;132;7
727;133;6
727;137;1
727;138;1
727;139;1
727;140;2
727;142;2
727;146;1
727;148;1
727;134;1
727;135;2
727;164;2
727;165;2
727;166;2
727;151;1
727;152;1
727;154;8
727;155;4
727;156;8
727;163;12
10;47;0.000001
10;19;2
10;20;2
10;23;1
10;25;6
10;26;2
10;27;2
10;29;2
10;30;2
10;31;8
10;32;2
10;33;4
10;34;0.072832
10;38;8
775;162;3
775;129;3
775;130;3
775;131;3
775;132;1
775;133;1
775;137;1
775;138;1
775;139;1
775;140;2
775;141;1
775;142;1
775;146;1
775;147;1
775;135;1
775;164;1
775;165;1
775;166;1
775;155;4
775;156;8
775;163;4
776;162;5
776;129;5
776;130;3
776;131;3
776;132;1
776;133;1
776;137;1
776;138;1
776;139;1
776;140;2
776;141;1
776;142;3
776;146;1
776;147;1
776;148;2
776;135;1
776;164;1
776;165;1
776;166;1
776;152;2
776;154;8
776;155;4
776;156;8
776;163;12
5;47;0.000001
5;10;1
5;19;6
5;20;8
5;21;22
5;22;2
5;23;5
5;25;102
5;26;48
5;27;20
5;28;20
5;29;5
5;30;26
5;31;92
5;32;5
5;33;56
5;35;4
5;24;4.564348
5;34;0.207641
5;38;115.376640
5;41;20
5;42;4
5;43;11
780;162;6
780;129;7
780;130;8
780;131;4
780;132;5
780;133;4
780;141;2
780;142;4
780;143;1
780;146;2
780;147;2
780;148;1
780;135;2
780;164;2
780;165;2
780;166;2
780;136;0.693147
780;149;2
780;150;1
780;151;1
780;152;1
780;153;1
780;154;4
780;155;0
780;163;4
781;162;8
781;129;8
781;130;5
781;131;4
781;132;2
781;133;2
781;137;1
781;142;3
781;144;1
781;145;1
781;146;2
781;134;2
781;135;2
781;164;2
781;165;2
781;166;2
781;136;0.693147
781;150;2
781;151;3
781;153;1
781;155;4
781;163;4
782;162;3
782;129;3
782;130;3
782;131;3
782;132;2
782;133;2
782;137;1
782;141;1
782;142;1
782;146;1
782;147;1
782;135;1
782;164;1
782;165;1
782;166;1
782;153;1
782;155;4
782;163;4
783;162;3
783;129;3
783;130;3
783;131;3
783;132;2
783;133;2
783;137;1
783;141;1
783;142;1
783;146;1
783;147;1
783;135;1
783;164;1
783;165;1
783;166;1
783;153;1
783;155;4
783;163;4
784;162;8
784;129;8
784;130;6
784;131;4
784;132;3
784;133;3
784;137;1
784;142;3
784;144;1
784;145;1
784;146;2
784;134;2
784;135;2
784;164;3
784;165;2
784;166;3
784;136;0.693147
784;150;2
784;151;3
784;155;4
784;163;4
785;162;63
785;129;63
785;130;77
785;131;33
785;132;34
785;133;6
785;138;8
785;139;26
785;140;36
785;141;22
785;142;44
785;143;2
785;144;6
785;145;9
785;146;5
785;147;3
785;148;4
785;134;1
785;135;12
785;164;12
785;165;12
785;166;12
785;136;2.484907
785;149;2
785;150;17
785;151;13
785;152;4
785;154;16
785;155;0
785;156;144
785;163;16
302;45;204
533;45;1
10;45;8
487;45;3
530;45;7
5;45;94
5;1001;9.39232
5;1003;8.80735
5;1005;8.80735
5;1007;8.80735
5;1008;10.585
5;1009;6.16993
5;1010;6.16993
5;1011;3.70044
10;1000;2.58496
10;1001;2
10;1002;2
10;1003;1.58496
10;1004;2
10;1005;1.58496
10;1006;2
10;1007;1.58496
29;1000;38.8514
29;1002;27.2161
29;1004;27.2161
29;1006;20.5539
302;1000;22.3987
302;1001;72.0664
302;1002;13.0362
302;1003;37.3599
302;1004;13.0362
302;1005;37.3599
302;1006;9.15482
302;1007;29.6141
302;1008;67.6486
302;1009;21.0515
302;1010;21.0515
302;1011;6.91886
306;1000;34.1744
306;1001;11.9069
306;1002;13.4094
306;1003;6.32193
306;1004;13.4094
306;1005;6.32193
306;1006;11.4252
306;1007;4.08746
306;1008;8.32193
306;1009;4.32193
306;1010;4.32193
306;1011;3.45943
312;1000;5.16993
312;1001;1
312;1002;3.45943
312;1003;1
312;1004;3.45943
312;1005;1
312;1006;3.45943
312;1007;1
312;1008;1
312;1009;1
312;1010;1
312;1011;1
324;1000;2
324;1002;1.58496
324;1004;1.58496
324;1006;1.58496
330;1000;4
330;1001;2
330;1002;2.80735
330;1003;1.58496
330;1004;2.80735
330;1005;1.58496
330;1006;2.80735
330;1007;1.58496
330;1008;2
330;1009;2
330;1010;2
330;1011;1.58496
487;1001;18.6439
487;1003;10.2288
487;1005;10.2288
487;1007;7.05528
487;1008;2
487;1009;2
487;1010;2
487;1011;1.58496
530;1000;2
530;1001;13.3399
530;1002;2
530;1003;9.12928
530;1004;2
530;1005;9.12928
530;1006;2
530;1007;7.64386
530;1008;2.32193
530;1009;2.32193
530;1010;2.32193
530;1011;2.32193
533;1001;3
533;1003;3
533;1005;3
533;1007;2.58496
786;1000;21.1699
786;1002;12.5038
786;1004;12.5038
786;1006;9.97728
