487;485;1197;1
485;487;1198;1
487;220;1195;1
220;487;1196;1
487;484;1197;1
484;487;1198;1
530;528;1195;2
528;530;1196;2
530;479;1197;2
479;530;1198;2
530;527;1195;2
527;530;1196;2
530;97;1197;3
97;530;1198;3
530;457;1197;1
457;530;1198;1
530;456;1197;1
456;530;1198;1
530;528;1197;1
528;530;1198;1
530;527;1197;1
527;530;1198;1
530;529;1195;2
529;530;1196;2
530;529;1197;1
529;530;1198;1
530;530;1149;4
530;530;1150;4
533;532;1197;1
532;533;1198;1
533;532;1195;1
532;533;1196;1
533;3;1149;1
3;533;1150;1
679;302;1167;2
302;679;1168;2
679;796;1121;1
796;679;1122;1
679;302;1129;1
302;679;1130;1
679;302;1161;2
302;679;1162;2
679;302;1167;2
302;679;1168;2
679;796;1121;1
796;679;1122;1
679;302;1129;1
302;679;1130;1
679;302;1161;2
302;679;1162;2
681;302;1167;2
302;681;1168;2
681;789;1121;1
789;681;1122;1
681;302;1129;1
302;681;1130;1
681;302;1161;2
302;681;1162;2
681;302;1167;2
302;681;1168;2
681;789;1121;1
789;681;1122;1
681;302;1129;1
302;681;1130;1
681;302;1161;2
302;681;1162;2
683;796;1121;1
796;683;1122;1
683;786;1141;5
786;683;1142;5
683;302;1161;2
302;683;1162;2
683;302;1167;2
302;683;1168;2
683;796;1121;1
796;683;1122;1
683;786;1141;5
786;683;1142;5
683;302;1161;2
302;683;1162;2
683;302;1167;2
302;683;1168;2
685;789;1121;1
789;685;1122;1
685;786;1141;5
786;685;1142;5
685;302;1161;2
302;685;1162;2
685;302;1167;2
302;685;1168;2
685;789;1121;1
789;685;1122;1
685;786;1141;5
786;685;1142;5
685;302;1161;2
302;685;1162;2
685;302;1167;2
302;685;1168;2
715;794;1121;1
794;715;1122;1
716;792;1121;1
792;716;1122;1
717;795;1121;1
795;717;1122;1
718;791;1121;1
791;718;1122;1
724;302;1129;1
302;724;1130;1
724;797;1121;1
797;724;1122;1
724;302;1129;1
302;724;1130;1
724;797;1121;1
797;724;1122;1
727;787;1121;1
787;727;1122;1
727;530;1129;3
530;727;1130;3
727;302;1129;2
302;727;1130;2
727;787;1121;1
787;727;1122;1
727;530;1129;3
530;727;1130;3
727;302;1129;2
302;727;1130;2
775;790;1121;1
790;775;1122;1
776;790;1121;1
790;776;1122;1
775;790;1121;1
790;775;1122;1
776;790;1121;1
790;776;1122;1
780;5;1155;1
5;780;1156;1
781;5;1125;1
5;781;1126;1
782;5;1155;1
5;782;1156;1
783;5;1155;1
5;783;1156;1
785;788;1121;15
788;785;1122;15
785;776;1121;2
776;785;1122;2
785;784;1121;2
784;785;1122;2
785;781;1121;3
781;785;1122;3
785;783;1121;1
783;785;1122;1
785;782;1121;1
782;785;1122;1
785;780;1121;1
780;785;1122;1
785;775;1121;1
775;785;1122;1
